transit_timestamp,station_complex_id,station_complex,borough,ridership,transfers,latitude,longitude,hour,day_of_week,month,is_weekend,congestion_level
2024-09-02 21:00:00,16,"8 St-NYU (R,W)",Manhattan,376.0,0,40.730328,-73.99263,21,0,9,0,Medium
2024-09-02 21:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,1402.0,0,40.732338,-74.000496,21,0,9,0,High
2024-09-02 21:00:00,407,Astor Pl (6),Manhattan,334.0,1,40.730053,-73.99107,21,0,9,0,Medium
2024-09-02 21:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,837.0,0,40.725914,-73.99466,21,0,9,0,High
2024-09-02 22:00:00,16,"8 St-NYU (R,W)",Manhattan,277.0,2,40.730328,-73.99263,22,0,9,0,Low
2024-09-02 22:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,1052.0,0,40.732338,-74.000496,22,0,9,0,High
2024-09-02 22:00:00,407,Astor Pl (6),Manhattan,276.0,0,40.730053,-73.99107,22,0,9,0,Low
2024-09-02 22:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,597.0,1,40.725914,-73.99466,22,0,9,0,Medium
2024-09-02 23:00:00,16,"8 St-NYU (R,W)",Manhattan,139.0,0,40.730328,-73.99263,23,0,9,0,Low
2024-09-02 23:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,765.0,0,40.732338,-74.000496,23,0,9,0,High
2024-09-02 23:00:00,407,Astor Pl (6),Manhattan,148.0,1,40.730053,-73.99107,23,0,9,0,Low
2024-09-02 23:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,294.0,0,40.725914,-73.99466,23,0,9,0,Low
2024-09-03 00:00:00,16,"8 St-NYU (R,W)",Manhattan,72.0,0,40.730328,-73.99263,0,1,9,0,Low
2024-09-03 00:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,435.0,3,40.732338,-74.000496,0,1,9,0,Medium
2024-09-03 00:00:00,407,Astor Pl (6),Manhattan,73.0,0,40.730053,-73.99107,0,1,9,0,Low
2024-09-03 00:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,162.0,0,40.725914,-73.99466,0,1,9,0,Low
2024-09-03 01:00:00,16,"8 St-NYU (R,W)",Manhattan,17.0,0,40.730328,-73.99263,1,1,9,0,Low
2024-09-03 01:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,180.0,0,40.732338,-74.000496,1,1,9,0,Low
2024-09-03 01:00:00,407,Astor Pl (6),Manhattan,44.0,0,40.730053,-73.99107,1,1,9,0,Low
2024-09-03 01:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,63.0,0,40.725914,-73.99466,1,1,9,0,Low
